Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Swiggy Instamart,4.3,Wish or daughter individual majority direction keep cut.,39,Hyderabad,Electronics,Negative,Low,No,Out of Stock,3,Incorrect
Zepto,3.2,Help nice popular local establish quality different moment day available surface.,59,Bangalore,Essentials,Neutral,High,Yes,In Stock,5,Incorrect
Blinkit,2.8,Remain bed away country news president professor Democrat.,46,Chennai,Electronics,Negative,Medium,No,Out of Stock,2,Incorrect
Blinkit,2.6,Father game hospital nearly later practice despite happen myself.,19,Jaipur,Food,Neutral,Low,No,Out of Stock,2,Incorrect
JioMart,2.5,Positive affect sport especially he class able unit wife stop improve similar listen.,51,Bangalore,Electronics,Neutral,Low,No,In Stock,2,Incorrect
JioMart,4.4,Next just stay matter house computer close born black nothing wait appear.,10,Mumbai,Food,Neutral,Medium,Yes,Out of Stock,5,Correct
Zepto,3.5,Instead once affect six open camera college candidate small push stage particularly seat.,20,Jaipur,Food,Negative,High,No,Out of Stock,2,Incorrect
Zepto,1.1,Security while probably down young learn could.,10,Chennai,Grocery,Negative,High,No,Out of Stock,5,Incorrect
Zepto,2.7,Bill most occur major size without capital.,16,Bangalore,Essentials,Positive,Medium,Yes,In Stock,3,Correct
Swiggy Instamart,3.2,Term according statement out get our simple sure eat treat rather.,31,Bangalore,Food,Neutral,Medium,Yes,In Stock,1,Incorrect
Blinkit,1.1,Serve training father artist hard early tax newspaper prove.,35,Chennai,Pharmacy,Positive,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,2.7,Fall financial letter week run rule window television.,12,Lucknow,Grocery,Neutral,Medium,Yes,Out of Stock,1,Correct
Blinkit,3.1,That second campaign set business authority common.,39,Bangalore,Electronics,Negative,High,Yes,Out of Stock,2,Correct
Zepto,3.4,Far kid rest line claim everybody wind wide option other bed entire eye.,38,Ahmedabad,Grocery,Positive,Medium,No,Out of Stock,2,Correct
Blinkit,1.4,Visit economy particular conference back foot happen begin.,19,Mumbai,Grocery,Negative,Medium,No,Out of Stock,5,Incorrect
Swiggy Instamart,4.8,Upon current eye forget buy growth base rise truth guy.,51,Bangalore,Pharmacy,Positive,High,No,Out of Stock,1,Incorrect
JioMart,2.3,Son visit spring impact wall democratic idea computer.,18,Delhi,Grocery,Positive,Medium,No,In Stock,2,Correct
JioMart,4.1,My current order past reflect half away treatment system board.,13,Delhi,Essentials,Neutral,Medium,No,In Stock,4,Correct
Blinkit,4.1,Where agree station bank already apply nearly eight out.,20,Bangalore,Pharmacy,Neutral,High,Yes,Out of Stock,3,Correct
JioMart,2.3,Instead reach wonder end economy require not account.,49,Mumbai,Electronics,Neutral,High,No,In Stock,4,Incorrect
JioMart,4.6,Worker million skill wide body film every develop practice low sit use down.,19,Delhi,Electronics,Positive,High,Yes,Out of Stock,2,Correct
Zepto,2.7,But watch nor against participant arrive describe yeah make sort author.,13,Chennai,Food,Positive,Medium,Yes,Out of Stock,4,Correct
Zepto,2.5,Seat election concern in already week same woman life eight affect about issue fact.,42,Bangalore,Electronics,Positive,Medium,No,In Stock,5,Correct
JioMart,3.2,Begin foot suffer foreign fill while.,43,Mumbai,Essentials,Negative,Medium,Yes,In Stock,5,Incorrect
Swiggy Instamart,1.3,Nation kitchen those with give room officer cultural.,24,Pune,Pharmacy,Negative,Low,Yes,Out of Stock,2,Incorrect
JioMart,2.2,Water take leave shake black land this effect ability get ok year guess.,14,Kolkata,Pharmacy,Positive,High,No,In Stock,5,Correct
JioMart,2.5,Front national agree trip professional career bed program.,35,Mumbai,Pharmacy,Neutral,High,No,Out of Stock,5,Incorrect
Blinkit,1.5,His practice they large week sell reveal must treatment process eight teacher.,41,Ahmedabad,Electronics,Negative,High,No,Out of Stock,5,Incorrect
Swiggy Instamart,4.1,Out cup reflect air your face score.,41,Mumbai,Grocery,Positive,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,4.7,Thank ground great bring just go everyone memory.,58,Delhi,Electronics,Positive,High,Yes,Out of Stock,3,Incorrect
JioMart,2.8,Around meeting which discussion charge power nation summer outside help whose.,29,Bangalore,Food,Neutral,Medium,No,Out of Stock,2,Correct
Zepto,1.4,Possible water against teach water box far marriage.,38,Hyderabad,Essentials,Negative,High,Yes,Out of Stock,1,Correct
Swiggy Instamart,3.8,Share entire reflect almost entire although tough material seem.,34,Kolkata,Pharmacy,Positive,Low,No,In Stock,3,Incorrect
Swiggy Instamart,2.9,Strong song appear suggest like question wish save ability share.,12,Ahmedabad,Pharmacy,Neutral,Low,No,Out of Stock,4,Correct
Swiggy Instamart,4.7,Task president attention page feel include ever president beautiful thus.,42,Chennai,Electronics,Positive,High,No,In Stock,4,Incorrect
Blinkit,3.4,Nearly table interesting adult much continue though picture still certainly rock use spring.,33,Mumbai,Grocery,Neutral,Medium,No,In Stock,4,Incorrect
Swiggy Instamart,2.9,Memory describe truth appear TV section official until total daughter whose yourself voice.,21,Jaipur,Electronics,Positive,High,No,Out of Stock,2,Correct
Blinkit,4.5,Speak picture despite cover place assume child lay style only office agree.,47,Pune,Grocery,Positive,Medium,No,In Stock,1,Incorrect
Blinkit,3.8,Night sign traditional leave may wish him cause guy include.,10,Hyderabad,Electronics,Positive,Medium,No,Out of Stock,5,Incorrect
Zepto,2.2,When tell reveal support war matter me argue expect prevent full community.,28,Lucknow,Essentials,Negative,High,No,Out of Stock,2,Incorrect
Zepto,2.8,Any ahead daughter organization despite pass billion professional hair.,44,Hyderabad,Essentials,Neutral,Low,Yes,Out of Stock,3,Incorrect
Zepto,1.3,Radio middle ahead today agent specific economic.,38,Ahmedabad,Food,Positive,Medium,No,Out of Stock,4,Incorrect
Blinkit,2.2,Age break keep movement sort commercial.,12,Ahmedabad,Essentials,Negative,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,1.4,Watch exist international of report place.,24,Ahmedabad,Electronics,Neutral,High,No,In Stock,3,Correct
Zepto,1.9,Ready suddenly clearly girl bill various likely any room.,22,Lucknow,Electronics,Neutral,Medium,No,In Stock,3,Incorrect
Zepto,1.5,Pull middle enough exist different happen remember.,43,Kolkata,Food,Positive,Low,No,In Stock,4,Correct
Zepto,2.7,Customer great catch life region learn third expect very middle vote later free.,13,Chennai,Grocery,Positive,Medium,Yes,Out of Stock,3,Incorrect
JioMart,3.5,Career drive especially idea ago church one one line within nearly hair hard.,58,Kolkata,Essentials,Negative,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,2.9,Around young argue attorney none think prevent trip within.,40,Chennai,Grocery,Negative,High,No,In Stock,4,Incorrect
Swiggy Instamart,4.3,Including state foreign court fly lay west home.,57,Hyderabad,Electronics,Negative,Low,Yes,Out of Stock,5,Correct
Zepto,4.5,Girl risk last arm no city more other himself room.,36,Delhi,Electronics,Negative,High,Yes,Out of Stock,3,Correct
Zepto,4.2,Young boy free prove memory serve loss southern.,46,Kolkata,Pharmacy,Negative,Medium,Yes,Out of Stock,4,Correct
Blinkit,4.5,Officer respond catch law control million statement while once consumer.,38,Delhi,Electronics,Negative,Low,No,In Stock,5,Correct
Blinkit,2.6,Film low parent note hold necessary technology red effect.,34,Mumbai,Food,Negative,High,No,Out of Stock,2,Incorrect
JioMart,3.4,Short rather camera approach turn century.,11,Kolkata,Food,Negative,Low,Yes,In Stock,1,Correct
Zepto,4.8,Image or person use write result add apply family home community quality.,26,Chennai,Pharmacy,Negative,Medium,Yes,In Stock,2,Incorrect
JioMart,3.6,Carry son each lose sport low begin most investment.,39,Pune,Food,Negative,Low,No,In Stock,4,Correct
Swiggy Instamart,2.5,Only economy market factor against glass interview others.,21,Delhi,Essentials,Neutral,Medium,No,In Stock,4,Incorrect
Blinkit,3.5,Believe drug forward expert third ability spend everything allow child.,22,Kolkata,Pharmacy,Negative,High,Yes,Out of Stock,1,Correct
Blinkit,1.5,By simple candidate school after control result threat just animal.,16,Kolkata,Pharmacy,Negative,Medium,Yes,In Stock,5,Incorrect
Swiggy Instamart,1.2,Future from manager personal poor point coach center.,54,Lucknow,Pharmacy,Positive,High,No,Out of Stock,1,Incorrect
Blinkit,4.6,Store interest into cause house middle create interesting.,13,Ahmedabad,Electronics,Positive,Medium,No,In Stock,2,Correct
Blinkit,4.7,I throw rise subject street blood apply also television brother marriage trip late.,28,Ahmedabad,Essentials,Neutral,High,No,In Stock,4,Correct
Zepto,1.3,Appear history billion artist let never draw billion everybody floor.,25,Mumbai,Pharmacy,Neutral,Low,No,In Stock,4,Incorrect
Swiggy Instamart,4.6,Figure high together out concern born.,23,Chennai,Pharmacy,Neutral,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,1.5,Up manage toward gun free south something really begin fund.,16,Chennai,Essentials,Neutral,Medium,No,Out of Stock,3,Incorrect
Swiggy Instamart,1.8,Opportunity its two doctor bag put statement reveal value defense.,17,Bangalore,Electronics,Positive,Low,Yes,Out of Stock,2,Incorrect
JioMart,3.5,Raise financial none force science activity keep door music small use bring.,44,Ahmedabad,Grocery,Negative,Medium,Yes,Out of Stock,2,Incorrect
JioMart,4.5,Garden follow beat seek start education hand rule.,42,Jaipur,Pharmacy,Neutral,Low,No,Out of Stock,5,Correct
Zepto,2.5,Public each indicate upon determine yeah.,22,Kolkata,Grocery,Neutral,Low,No,In Stock,3,Correct
Zepto,1.0,Energy generation able test growth drop business figure.,32,Hyderabad,Essentials,Negative,Low,Yes,In Stock,1,Correct
JioMart,2.3,Mother rule how middle memory four southern effect seven.,35,Delhi,Food,Positive,Medium,No,Out of Stock,5,Correct
JioMart,3.1,Interesting majority answer our ability race likely peace beyond two because see state.,28,Ahmedabad,Essentials,Negative,High,No,In Stock,5,Correct
Swiggy Instamart,3.8,Board attention whole figure record clearly.,44,Kolkata,Grocery,Positive,Medium,Yes,In Stock,4,Correct
JioMart,4.0,Answer organization event good across four I join present human assume between or.,42,Ahmedabad,Pharmacy,Neutral,High,No,Out of Stock,4,Correct
Zepto,1.1,Own like upon human bill who she hit speak box early offer decide responsibility.,22,Ahmedabad,Pharmacy,Negative,Medium,Yes,In Stock,4,Correct
Blinkit,3.0,Focus certain wide south art care.,41,Kolkata,Food,Positive,Medium,No,Out of Stock,5,Correct
Blinkit,3.2,Take choice none much follow again car half term president land buy skill.,44,Ahmedabad,Food,Negative,Low,Yes,In Stock,2,Correct
Blinkit,4.5,Think street animal build letter answer cold create.,21,Hyderabad,Electronics,Positive,Low,No,In Stock,1,Correct
Swiggy Instamart,1.0,Nor way newspaper past sense newspaper during determine son scientist dream perhaps.,11,Bangalore,Pharmacy,Negative,Low,Yes,In Stock,2,Correct
Blinkit,2.2,Evening learn focus group national one course.,25,Ahmedabad,Electronics,Neutral,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,4.4,Color whatever consider realize meeting manager do center far.,54,Ahmedabad,Essentials,Positive,High,Yes,In Stock,1,Correct
Swiggy Instamart,1.9,Raise work drug attention step employee dog indicate.,50,Pune,Food,Negative,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,2.9,So effect easy over seek Congress money.,27,Chennai,Electronics,Negative,Low,No,In Stock,3,Incorrect
JioMart,4.5,Base break marriage shoulder rule director still item east former.,48,Bangalore,Pharmacy,Negative,Low,Yes,Out of Stock,3,Incorrect
JioMart,3.5,History end sure school respond cut product event.,22,Ahmedabad,Food,Positive,Low,No,In Stock,5,Correct
Blinkit,1.5,Street election surface represent hospital evidence recognize mention campaign everything need information.,34,Lucknow,Food,Negative,Medium,No,In Stock,1,Correct
Zepto,2.2,Top deal themselves appear think common treat house claim accept thing responsibility late.,57,Delhi,Grocery,Negative,Medium,No,Out of Stock,5,Correct
Blinkit,1.5,Agency single stop ground nation in sing.,37,Bangalore,Essentials,Neutral,Low,Yes,Out of Stock,3,Incorrect
Blinkit,1.4,Everyone decide message surface economy already time short though discussion bar check century.,15,Pune,Electronics,Neutral,Medium,No,Out of Stock,4,Incorrect
Blinkit,3.0,World official recognize control central authority.,58,Kolkata,Essentials,Neutral,Medium,No,In Stock,5,Incorrect
JioMart,3.3,Rest security three interview your time down name.,32,Jaipur,Pharmacy,Positive,Medium,Yes,Out of Stock,5,Incorrect
JioMart,4.5,Expert other role sell management add.,15,Delhi,Grocery,Negative,Medium,Yes,In Stock,1,Correct
Zepto,2.4,Face reveal itself wrong position commercial almost child whom challenge.,30,Mumbai,Electronics,Negative,Low,No,Out of Stock,2,Correct
Zepto,5.0,East put next note site education hotel world.,35,Kolkata,Grocery,Positive,Medium,Yes,Out of Stock,3,Incorrect
Blinkit,1.9,Service figure free pattern believe by media wear social.,29,Ahmedabad,Electronics,Neutral,Medium,No,In Stock,2,Correct
JioMart,2.7,Thus wall knowledge garden collection card task could decade operation inside visit.,40,Kolkata,Electronics,Negative,Medium,No,In Stock,1,Incorrect
Zepto,2.0,The memory street subject into quickly lay road.,49,Kolkata,Essentials,Negative,High,No,In Stock,1,Correct
JioMart,4.7,Chair ok much turn cost pass that next fact society during suggest loss.,36,Ahmedabad,Electronics,Neutral,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,2.1,High better risk this ask choice really natural religious sign note inside himself skin.,53,Kolkata,Food,Negative,Medium,No,In Stock,2,Incorrect
Swiggy Instamart,5.0,Practice indeed dog wide finally American effort expert.,52,Chennai,Grocery,Negative,Medium,No,In Stock,1,Incorrect
Swiggy Instamart,1.8,Whole believe today into though part.,30,Ahmedabad,Pharmacy,Positive,Medium,No,Out of Stock,4,Incorrect
Swiggy Instamart,4.1,Believe situation produce specific vote product appear rock standard war decide.,22,Lucknow,Essentials,Neutral,High,Yes,Out of Stock,2,Incorrect
Blinkit,4.4,Democratic daughter officer international hope them ten people kid beautiful clearly both both.,21,Bangalore,Grocery,Neutral,Low,Yes,Out of Stock,1,Correct
Blinkit,3.7,Case teach into federal audience station yourself doctor dog.,58,Delhi,Grocery,Neutral,Low,No,Out of Stock,5,Correct
Swiggy Instamart,4.9,Politics scene you president quickly answer we image price painting responsibility.,51,Kolkata,Pharmacy,Negative,High,No,Out of Stock,3,Correct
Swiggy Instamart,3.1,Serve term statement summer peace score up consumer on worry doctor.,11,Mumbai,Food,Negative,Medium,No,In Stock,5,Correct
JioMart,4.7,Full town could nice not weight activity point line improve risk.,45,Jaipur,Essentials,Positive,Low,No,Out of Stock,3,Correct
Blinkit,3.8,Especially kid film expect heavy must care citizen.,32,Delhi,Electronics,Neutral,High,Yes,In Stock,2,Incorrect
JioMart,5.0,Whose official college strategy know would prove expert now manager.,10,Ahmedabad,Grocery,Negative,Low,Yes,Out of Stock,4,Incorrect
Zepto,2.0,They wear camera necessary nice from water impact general.,50,Hyderabad,Pharmacy,Positive,Medium,No,Out of Stock,4,Incorrect
JioMart,2.8,Much authority trial street should he summer high hit.,38,Delhi,Pharmacy,Neutral,High,Yes,In Stock,3,Correct
Blinkit,2.1,Simple alone scene without realize only.,52,Bangalore,Pharmacy,Positive,Low,No,Out of Stock,1,Correct
Blinkit,3.0,Hit sound think street popular attack approach opportunity safe group civil west.,43,Mumbai,Electronics,Neutral,Medium,No,In Stock,2,Correct
Swiggy Instamart,4.0,That discover side to development responsibility general as yourself present base.,47,Chennai,Electronics,Negative,High,Yes,Out of Stock,1,Correct
Zepto,1.7,Different sea take together truth civil notice fact step local debate method.,22,Delhi,Essentials,Neutral,Medium,No,Out of Stock,5,Incorrect
Blinkit,4.9,Life eight medical trip you page film meeting.,35,Bangalore,Electronics,Positive,Medium,Yes,In Stock,1,Incorrect
Zepto,3.2,Space never standard chance thus try might health resource commercial.,56,Kolkata,Electronics,Positive,Medium,Yes,Out of Stock,4,Incorrect
